allDate,prevDay,prevWeek,avgTemp,wF,MonMed,classSession,dayType,season
9/25/2009 0:00,166.5581187,143.845648,71.5,140.0602362,147.6310598,1,wk,Fall
9/26/2009 0:00,140.0602362,75.70823578,78.5,75.70823578,147.6310598,1,wknd,Fall
9/27/2009 0:00,75.70823578,94.63529473,80.5,94.63529473,147.6310598,1,wknd,Fall
9/28/2009 0:00,94.63529473,151.4164716,78,166.5581187,147.6310598,1,wk,Fall
9/29/2009 0:00,166.5581187,181.6997659,71,177.9143541,147.6310598,1,wk,Fall
9/30/2009 0:00,177.9143541,158.9872951,78.5,155.2018834,147.6310598,1,wk,Fall
10/1/2009 0:00,155.2018834,166.5581187,80.5,155.2018834,151.4164716,1,wk,Fall
10/2/2009 0:00,155.2018834,140.0602362,72.5,143.845648,151.4164716,1,wk,Fall
10/3/2009 0:00,143.845648,75.70823578,68,68.1374122,151.4164716,1,wknd,Fall
10/4/2009 0:00,68.1374122,94.63529473,77.5,87.06447115,151.4164716,1,wknd,Fall
10/5/2009 0:00,87.06447115,166.5581187,72,155.2018834,151.4164716,1,wk,Fall
10/6/2009 0:00,155.2018834,177.9143541,82.5,181.6997659,151.4164716,1,wk,Fall
10/7/2009 0:00,181.6997659,155.2018834,73.5,158.9872951,151.4164716,1,wk,Fall
10/8/2009 0:00,158.9872951,155.2018834,85,162.7727069,151.4164716,1,wk,Fall
10/9/2009 0:00,162.7727069,143.845648,68,143.845648,151.4164716,1,wk,Fall
10/10/2009 0:00,143.845648,68.1374122,56.5,79.49364757,151.4164716,1,wknd,Fall
10/11/2009 0:00,79.49364757,87.06447115,56.5,94.63529473,151.4164716,1,wknd,Fall
10/12/2009 0:00,94.63529473,155.2018834,64,158.9872951,151.4164716,1,wk,Fall
10/13/2009 0:00,158.9872951,181.6997659,75.5,158.9872951,151.4164716,1,wk,Fall
10/14/2009 0:00,158.9872951,158.9872951,82.5,158.9872951,151.4164716,1,wk,Fall
10/15/2009 0:00,158.9872951,162.7727069,77.5,158.9872951,151.4164716,1,wk,Fall
10/16/2009 0:00,158.9872951,143.845648,66,143.845648,151.4164716,1,wk,Fall
10/17/2009 0:00,143.845648,79.49364757,66,64.35200042,151.4164716,1,wknd,Fall
10/18/2009 0:00,64.35200042,94.63529473,64,83.27905936,151.4164716,1,wknd,Fall
10/19/2009 0:00,83.27905936,158.9872951,67,155.2018834,151.4164716,1,wk,Fall
10/20/2009 0:00,155.2018834,158.9872951,70,177.9143541,151.4164716,1,wk,Fall
10/21/2009 0:00,177.9143541,158.9872951,73,162.7727069,151.4164716,1,wk,Fall
10/22/2009 0:00,162.7727069,158.9872951,63.5,151.4164716,151.4164716,1,wk,Fall
10/23/2009 0:00,151.4164716,143.845648,61.5,147.6310598,151.4164716,1,wk,Fall
10/24/2009 0:00,147.6310598,64.35200042,62,75.70823578,151.4164716,1,wknd,Fall
10/25/2009 0:00,75.70823578,83.27905936,70.5,1,151.4164716,1,wknd,Fall
10/26/2009 0:00,1,155.2018834,62.5,1,151.4164716,1,wk,Fall
10/27/2009 0:00,1,177.9143541,58.5,185.4851777,151.4164716,1,wk,Fall
10/28/2009 0:00,185.4851777,162.7727069,66.5,151.4164716,151.4164716,1,wk,Fall
10/29/2009 0:00,151.4164716,151.4164716,69,162.7727069,151.4164716,1,wk,Fall
10/30/2009 0:00,162.7727069,147.6310598,59.5,151.4164716,151.4164716,1,wk,Fall
10/31/2009 0:00,151.4164716,75.70823578,60,68.1374122,151.4164716,1,wknd,Fall
